Project;File_Path;SATD_Comment;Commit_Removal;Is_Conditional_Change_Related_To_SATD;Category
Tomcat;java/org/apache/catalina/core/StandardService.java;// FIXME pero -- Why container stop first? KeepAlive connections can send request! // Stop our defined Connectors first;cd7263e6d9ff11cfda2bc2fe73aab0770c6f899f;NO;
Tomcat;java/org/apache/catalina/connector/Request.java;// TODO SERVLET3 - dispatcher;d10dc3571e2838abb479b75630683403a33ee891;NO;
Tomcat;java/javax/el/ImportHandler.java;/* * This method is used for importing and resolving. Resolving has strict * criteria for what may be returned. Import does not. Further, as a result * of the clarification in https://java.net/jira/browse/JSP-44 any class or * package imported using a JSP page directive will also be imported in to * the EL environment. The validate flag is used to bypass the validation * criteria required by resolving when importing else a typical JSP import * (e.g. <%@page import="java.util.List"%>) would trigger an ELException and * a 500 response which is clearly not correct. */;d34edade02a33248ab8408f00937742a1d72ad64;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/catalina/authenticator/jaspic/provider/modules/FormAuthModule.java;// TODO fix character encoding;d67e9e295e4820b38ec705829c9cbb9808c0eaa1;YES;ADD NULL_CHECK
Tomcat;java/org/apache/catalina/startup/WebXml.java;// TODO SERVLET3 - This needs to be more fine-grained. Whether or not to // process annotations on destroy() will depend on where // the filter/servlet was loaded from. Joy.;d8d2b908959cd5da648125f15c9993a84e3ed572;NO;
Tomcat;java/org/apache/catalina/core/ApplicationPushBuilder.java;// TODO conditional;dafacd5c3b80e922e156f87cc12d672212cd52a5;YES;ADD CONTROL LOGIC
Tomcat;java/org/apache/tomcat/util/net/AprEndpoint.java;// Initialize SSL // FIXME: one per VM call ?;dbe007a1f0576f9e53666c2df8b07c28bad126c7;YES;MODIFY CONTROL LOGIC
Tomcat;modules/tomcat-lite/java/org/apache/tomcat/lite/http/HttpChannel.java;// TODO: next read() should throw exception !!;e18151ecbd1bb3639558b44a8d8e9a1ff058c279;NO;
Tomcat;java/org/apache/catalina/webresources/Cache.java;// TODO Should some resources be excluded from caching?;e44e9fb0e105a3e1d8dc51406e4d34439d8427a8;YES;ADD PRE_CONDITION
Tomcat;java/org/apache/tomcat/util/net/AbstractJsseEndpoint.java;// TODO: Create multiple SSLContexts based on SSLHostConfig(s);ec181961e44ddb9eca1c6249c38757b24b8cfd13;YES;ADD CONTROL LOGIC
Tomcat;java/org/apache/coyote/http11/AbstractHttp11Processor.java;// Do nothing // TODO Remove this action;014de3825a0f1c523ccb35f19dfbb2cb9a034465;YES;REMOVE BRANCH
Tomcat;java/org/apache/coyote/http11/AbstractInputBuffer.java;// FIXME: Check for null ?;03220081f331d3953dfa45b3c81eeb80f058c96a;YES;ADD NULL_CHECK
Tomcat;java/org/apache/catalina/core/ApplicationDispatcher.java;// KLUDGE - Make nested RD.forward() using invoker work;218951ee1294d434da86bc778e039e97319e60e1;NO;
Tomcat;java/org/apache/catalina/manager/util/SessionUtils.java;// This workaround for JDK 1.3 compatibility. For JDK 1.4+, use previous (commented) instanceof.;2b6b1a887c0137eb52a5a2fed127112fb238885f;NO;
Tomcat;test/org/apache/catalina/core/TestStandardContextResources.java;// FIXME: These tests are currently failing. See comment in testResources2() below.;3c51db764752958f1da65dc391cdb1f48b817479;YES;UNCOMMENTED CODE (removed if false)
Tomcat;test/org/apache/catalina/core/TestStandardContextResources.java;// FIXME: These tests are currently failing. // // I do not have a fix yet, but I know the following: // when trying to get "/resourceB.jsp" in ApplicationContext#getResource() // an Exception is caught and silently swallowed. That exception is // // java.lang.IllegalStateException: zip file closed // at java.util.jar.JarFile.getMetaInfEntryNames(Native Method) // at java.util.jar.JarFile.maybeInstantiateVerifier(JarFile.java:277) // at java.util.jar.JarFile.getInputStream(JarFile.java:381) // at org.apache.naming.resources.WARDirContext$WARResource.streamContent(WARDirContext.java:951) // at org.apache.naming.resources.ProxyDirContext.cacheLoad(ProxyDirContext.java:1578) // at org.apache.naming.resources.ProxyDirContext.cacheLookup(ProxyDirContext.java:1458) // at org.apache.naming.resources.ProxyDirContext.lookup(ProxyDirContext.java:292) // at org.apache.catalina.core.ApplicationContext.getResource(ApplicationContext.java:506) // at org.apache.catalina.core.ApplicationContextFacade.getResource(ApplicationContextFacade.java:196) // at org.apache.catalina.core.TestStandardContextResources$GetResourceServlet.doGet(TestStandardContextResources.java:126) //;3c51db764752958f1da65dc391cdb1f48b817479;YES;UNCOMMENTED CODE (removed if false)
Tomcat;java/org/apache/catalina/authenticator/AuthenticatorBase.java;// FIXME: These cause problems with downloading office docs // from IE under SSL and may not be needed for newer Mozilla // clients.;4161179d09a60625d9611aa12df87fad16acc6f2;NO;
Tomcat;java/org/apache/naming/resources/BaseDirContext.java;// TODO: Clean up;43387f5bafa93553d8ff5517d8445684eba1c6e9;NO;
Tomcat;java/org/apache/tomcat/util/net/AprEndpoint.java;// TODO: We can easly do the maintenance here;487f57db342d80ead1dd84488728514de0fe4f3e;NO;
Tomcat;java/org/apache/tomcat/util/net/AprEndpoint.java;// FIXME: should really close in case of timeout ? // FIXME: maybe comet should use an extended timeout;487f57db342d80ead1dd84488728514de0fe4f3e;NO;
Tomcat;test/org/apache/coyote/http2/Http2TestBase.java;// TODO: There may be other headers.;4a50266ac0269c43c77e8400530c820f3ca95d59;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/catalina/connector/CoyoteAdapter.java;//TODO SERVLET3 - async //reset mapping data, should prolly be done elsewhere;4ed11efbddc0a18f2d660fe28d3b010c91e5180e;YES;REMOVE CODE
Tomcat;java/org/apache/tomcat/websocket/WsEndpointPojo.java;// TODO Insert the session into the method args;503e2f2ebcee4dbb05489537437a9fe667976e8e;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/tomcat/websocket/WsEndpointPojo.java;// TODO Insert throwable;503e2f2ebcee4dbb05489537437a9fe667976e8e;NO;
Tomcat;java/org/apache/catalina/authenticator/SpnegoAuthenticator.java;// TODO This (and a lot of the surrounding code) needs to move // to RealmBase so authorisation will work. This is just a quick // hack to get authentication working.;577c4e6194b71a63be70725bb743c94c7cb082cc;YES;REMOVE CODE
Tomcat;java/org/apache/catalina/tribes/transport/ThreadPool.java;//temporary fix for thread hand off problem;58a4d0632809b618e9e373d99caf001315f5cdbc;YES;REMOVE CODE
Tomcat;java/org/apache/tomcat/util/net/AbstractJsseEndpoint.java;// TODO: Temp code until config refactoring is complete. Remove once // refactoring is complete.;5c2c6f359dcc255de2de4e2825deaa35e6e5847e;YES;REMOVE CODE
Tomcat;java/org/apache/jasper/compiler/Generator.java;// XXX ESC replacement hack;5ec1dab0748c49674eebc8cd94398b762aa370aa;YES;REMOVE CONTROL LOGIC
Tomcat;java/org/apache/jasper/compiler/Parser.java;// Looking for \% or \$ or \# // TODO: only recognize \$ or \# if isELIgnored is false, but since // it can be set in a page directive, it cannot be determined // here. Argh! (which is the way it should be since we shouldn't // convolude multiple steps at once and create confusing parsers...);5ec1dab0748c49674eebc8cd94398b762aa370aa;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/jasper/compiler/Generator.java;// XXX hack: Replace ESC with '$';5ec1dab0748c49674eebc8cd94398b762aa370aa;NO;
Tomcat;java/org/apache/coyote/http2/Stream.java;// TODO: Handle default ports;a856a2bb7511d058d2e87af441ea0bc32ff976e3;YES;ADD PRE_CONDITION
Tomcat;java/org/apache/tomcat/util/net/NioEndpoint.java;// Hand this socket off to an appropriate processor //TODO FIXME - this is currently a blocking call, meaning we will be blocking //further accepts until there is a thread available.;a917b181695a06898c6202c68964adb88338b793;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java;//hack, somehow this is not being set above;b2556972776e9fa5e42643fd8f1afaedc96e0b41;NO;
Tomcat;java/org/apache/tomcat/util/net/AprEndpoint.java;// TODO: Temp code until config refactoring is complete. Remove once // refactoring is complete.;b8eeec9efa533bd869a41680abc9c01e10556580;YES;REMOVE CODE
Tomcat;java/org/apache/tomcat/websocket/PojoMessageHandlerBase.java;// TODO: Remove this once sendXxx is implemented?;b9badbb7d6d57f84337f7233feb35247442746e8;NO;
Tomcat;java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java;// TODO no need to send the entry data.;bdafdb4a1284288717746ad13db69acc003c9165;YES;ADD CONTROL LOGIC
Tomcat;java/org/apache/catalina/webresources/Cache.java;// Don't cache resources used by the class loader (it has its own cache) // TODO. Review these exclusions once class loader resource handling is // complete;be469f5c52bc5df1fe132ce101b07160a604f0aa;YES;CHANGE CONDITIONAL EXPRESSION
Tomcat;java/org/apache/catalina/core/StandardContext.java;// Look for a realm - that may have been configured earlier. // If the realm is added after context - it'll set itself. // TODO: what is the use case for this ?;c169c761002186b131323bef30e433d4aec1b51c;YES;REMOVE CODE
Tomcat;java/org/apache/coyote/http2/Stream.java;// TODO: Do something with these headers;c8c543023a1fec555c96bc24ee3abf90ab4b023d;YES;ADD CONTROL LOGIC
